caseref;category;type;country;q;responsible;dead;expire_date;alt_ref;notes;parent_caseref;parent_country;container_caseref;container_country;title;title_official;abstract;description;client_name;client_ref;applicant1_name;applicant2_name;inventor1_name;inventor1_company;inventor2_name;inventor2_company;inventor3_name;inventor3_company;inventor4_name;inventor4_company;inventor5_name;inventor5_company;inventor6_name;inventor6_company;inventor7_name;inventor7_company;inventor8_name;inventor8_company;inventor9_name;inventor9_company;agent_name;agent_ref;filing_date;filing_number;priority_date;priority_country;priority_number;publication_date;publication_number;grant_date;grant_number;entry_date;examination_date;
65268833;PAT;;US;;fz.ye;0;8/11/2039;;;011398.00151\US;;;;Method and Apparatus To Provide Comprehensive Smart Assistant Services;;;An apparatus supports smart assistant services with a plurality of smart service providers. The apparatus includes an audio device that receives a speech signal having a user utterance, captures the user utterance when the user utterance includes a user wake word, and sends the captured utterance to a backend computing device. The backend computing device replaces the user wake word with specific wake words associated with different smart service providers. The processed utterances are then sent to selected smart service providers. The backend computing device subsequently constructs feedback to the user utterance based on voice responses from the different smart service providers. The backend computing device then passes a digital representation of the feedback to the audio device, and the audio device converts the digital representation to an audio reply to the user utterance.;Computime Ltd;;;;CHOI Hung Bun;;PANG Kai Nang;;NG Yau Wai;;LIU Chi Chung;;LEE Tsz Kin;;;;;;;;;;Banner & Witcoff ;011398.00151\US;18/9/2018;16/133899;;;;8/8/2019;US-2019-0244608-A1;1/6/2021;11024307;;;
011398.00139;;;EP;;fz.ye;0;30/1/2039;;;011398.00152\EP;;;;Method and Apparatus to Provide Comprehensive Smart Assistant Services;;;An apparatus supports smart assistant services with a plurality of smart service providers (510). The apparatus includes an audio device (104) that receives a speech signal having a user utterance (154), captures the user utterance when the user utterance includes a user wake word, and sends the captured utterance to a backend computing device (105). The backend computing device replaces the user wake word with specific wake words associated with different smart service providers (502). The processed utterances (551) are then sent to selected smart service providers (502). The backend computing device subsequently constructs feedback to the user utterance based on voice responses from the different smart service providers (553). The backend computing device then passes a digital representation of the feedback (155) to the audio device, and the audio device converts the digital representation to an audio reply to the user utterance.;Computime Ltd;;;;CHOI Hung Bun;;PANG Kai Nang;;NG Yau Wai;;LIU Chi Chung;;LEE Tsz Kin;;;;;;;;;;Banner & Witcoff ;011398.00152\EP;30/1/2019;19154543.3;;;;14/8/2019;EP3525204;6/4/2022;EP3525204B1;;;
011398.00139;PAT;;US;;fz.ye;0;;;;011398.00209\US;;;;Method and Apparatus To Provide Comprehensive Smart Assistant Services;;;An apparatus supports smart assistant services with a plurality of smart service providers. The apparatus includes an audio device that receives a speech signal having a user utterance, captures the user utterance when the user utterance includes a user wake word, and sends the captured utterance to a backend computing device. The backend computing device replaces the user wake word with specific wake words associated with different smart service providers. The processed utterances are then sent to selected smart service providers. The backend computing device subsequently constructs feedback to the user utterance based on voice responses from the different smart service providers. The backend computing device then passes a digital representation of the feedback to the audio device, and the audio device converts the digital representation to an audio reply to the user utterance.;Computime Ltd;;;;CHOI Hung Bun;;PANG Kai Nang;;NG Yau Wai;;LIU Chi Chung;;LEE Tsz Kin;;;;;;;;;;Banner & Witcoff ;011398.00209\US;26/4/2021;17/240340;;;;12/8/2021;US 20210249013 A1;30/7/2024;12051410;;;
11398.00178;;;HK;;fz.ye;1;30/1/2039;;;011398.00178\HK;;;;Method and Apparatus To Provide Comprehensive Smart Assistant Services 提供全方位智能輔助服務的方法和裝置;;;提供全方位智能輔助服務的方法和裝置;Computime Ltd;;;;CHOI Hung Bun;;PANG Kai Nang;;NG Yau Wai;;LIU Chi Chung;;LEE Tsz Kin;;;;;;;;;;CHINAHONGKONG PATENT LIMITED;011398.00178\HK;30/1/2019;42020002625.0;;;;;HK40012269;8/7/2022;HK40012269;;;
69631429;PAT;;US;;fz.ye;0;20/2/2039;;;011398.00154\US;;;;Modulated Heating/Cooling System Control;;;A heating/cooling system modulates the temperature of water flowing through a hydronic emitter by mixing water flows through a mixing valve. The mixing valve has an inlet connect to a water flow pipe, an inlet connected to a water return pipe, and an outlet connected to the hydronic emitter. Water flows through the inlets are configured to obtain a desired mixed water flow at a targeted temperature through the outlet. A controller receives temperature information from a thermometer and then determines the targeted temperature of the outlet. The controller then determines an inlet ratio and configures the mixing valve based on the ratio. The heating/cooling system may support one or more heating/cooling zones and may operate either in a heating or a cooling mode.;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00154\US;20/2/2019;16/280237;;;;12/5/2020;US10649508B1;12/5/2020;10649508;;;
011398.00154;;;EP;;fz.ye;0;17/2/2040;;;011398.00176\EP;;;;Modulated Heating/Cooling System Control;;;A heating/cooling system modulates the temperature of water flowing through a hydronic emitter by mixing water flows through a mixing valve. The mixing valve has an inlet connect to a water flow pipe, an inlet connected to a water return pipe, and an outlet connected to the hydronic emitter. Water flows through the inlets are configured to obtain a desired mixed water flow at a targeted temperature through the outlet. A controller receives temperature information from a thermometer and then determines the targeted temperature of the outlet. The controller then determines an inlet ratio and configures the mixing valve based on the ratio. The heating/cooling system may support one or more heating/cooling zones and may operate either in a heating or a cooling mode.;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00176\EP;17/2/2020;20157631.1;;;;26/8/2020;EP3699500;3/4/2024;EP3699500B1;;;
011398.00154;;;CN;;fz.ye;1;;;;011398.00177\CN;;;;Modulated Heating/Cooling System Control 调节的加热/冷却系统控制;;;一种加热/冷却系统通过混合流过混合阀的水流来调节流动穿过液体循环发射器的水的温度。所述混合阀具有连接至水流管的入口、连接至回水管的入口以及连接至所述液体循环发射器的出口。流过所述入口的水流被配置成获得以目标温度流过所述出口的所希望的混合水流。控制器从温度计接收温度信息，接着确定所述出口的目标温度。接着，所述控制器确定入口比并基于所述比配置所述混合阀。所述加热/冷却系统可支持一个或多个加热/冷却区，并且可以按加热或冷却模式操作。;Computime Ltd;;;;;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00177\CN;13/2/2020;2020100916757;;;;18/9/2020;CN111678194A;;;;;
011398.00154;;;HK;;fz.ye;0;;;;011398.00201\HK;;;;Modulated Heating/Cooling System Control;;;;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;HNC INNOVATION LIMITED;011398.00201\HK;3/12/2020;42020021501.0;;;;19/3/2021;HK40031848;;;;;
;PAT;;CN;;fz.ye;0;;;;011398.00254\CN;;;;Modulated Heating/Cooling System Control 调节的加热/冷却系统控制;;;本申请涉及调节的加热/冷却系统控制。一种加热/冷却系统通过混合流过混合阀的水流来调节流动穿过液体循环发射器的水的温度。所述混合阀具有连接至水流管的入口、连接至回水管的入口以及连接至所述液体循环发射器的出口。流过所述入口的水流被配置成获得以目标温度流过所述出口的所希望的混合水流。控制器从温度计接收温度信息，接着确定所述出口的目标温度。接着，所述控制器确定入口比并基于所述比配置所述混合阀。所述加热/冷却系统可支持一个或多个加热/冷却区，并且可以按加热或冷却模式操作。;金宝通有限公司;;;;菲利普·约翰·史密斯;;;;;;;;;;;;;;;;;;北京安信方达知识产权代理有限公司;011398.00254\CN;28/6/2024;202410861560X;;;;;CN118669993A;;;;;
70739144;PAT;;US;;fz.ye;0;27/8/2039;;;011398.00158\US;;;;Mounting Mechanism for Thermostatic Devices;;;A mounting device facilitates connecting an Internet of Things (IoT) device, such as thermostatic radiator valve (TRV) and automatic temperature balanced actuator (ABA), to a hydronic heating/cooling system to control the temperature of a room by changing the flow of hot/cold water through radiator. The mounting devices includes a male section and a female section, which is attached to the IoT device. The mounting device may be installed in two stages. First, a male section is attached to a component of the hydronic heating/cooling system (for example, a valve or manifold) by threading the male section onto the component. Second, a female section, is positioned to male section and locked into place by releasing a sliding sleeve. The female section (with the IoT device) may be easily removed by retracting the sliding sleeve.;Computime Ltd;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00158\US;1/4/2019;16/371676;;;;1/10/2020;US-2020-0310474-A1;13/7/2021;11061420;;;
011398.00166;;;EP;;fz.ye;0;9/4/2040;;;011398.00186\EP;;;;Mounting Mechanism for Thermostatic Devices;;;A mounting device 102, 202 facilitates connecting an Internet of Things (IoT) device, such as thermostatic radiator valve (TRV) 101 and automatic temperature balanced actuator (ABA) 201, to a hydronic heating/cooling system to control the temperature of a room by changing the flow of hot/cold water through radiator. The mounting devices includes a male section and a female section, which is attached to the IoT device. The mounting device may be installed in two stages. First, a male section 451a is attached to a component 101, 201 of the hydronic heating/cooling system (for example, a valve 101 or manifold 201) by threading the male section onto the component 101, 201. Second, a female section 452a is positioned to male section 451a and locked into place by rotating a rotary sleeve 302, 405a. The female section 452a (with the IoT device) may be easily removed by rotating the rotary sleeve 302, 405a into an unlock position.;Computime Ltd;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00186\EP;4/9/2020;20194731.4;;;;10/3/2021;EP3789688;;EP3789688B1;;;
72422089;PAT;;US;;fz.ye;0;7/2/2041;;;011398.00166\US;;;;Mounting Mechanism for Thermostatic Devices;;;A mounting device facilitates connecting an Internet of Things (IoT) device, such as thermostatic radiator valve (TRV) and automatic temperature balanced actuator (ABA), to a hydronic heating/cooling system to control the temperature of a room by changing the flow of hot/cold water through radiator. The mounting devices includes a male section and a female section, which is attached to the IoT device. The mounting device may be installed in two stages. First, a male section is attached to a component of the hydronic heating/cooling system (for example, a valve or manifold) by threading the male section onto the component. Second, a female section, is positioned to male section and locked into place by rotating a rotary sleeve. The female section (with the IoT device) may be easily removed by rotating the rotary sleeve into an unlock position.;Computime Ltd;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00166\US;5/9/2019;16/561098;;;;11/3/2021;US 20210071794 A1;22/11/2022;11506317;;;
011398.00158;;;EP;;fz.ye;0;20/8/2025;;;011398.00219\EP;;;;Mounting Mechanism For Thermostatic Devices;;;A mounting device facilitates connecting an Internet of Things (IoT) device, such as thermostatic radiator valve (TRV) and automatic temperature balanced actuator (ABA), to a hydronic heating/cooling system to control the temperature of a room by changing the flow of hot/cold water through radiator. The mounting devices includes a male section and a female section, which is attached to the IoT device. The mounting device may be installed in two stages. First, a male section is attached to a component of the hydronic heating/cooling system (for example, a valve or manifold) by threading the male section onto the component. Second, a female section, is positioned to male section and locked into place by releasing a sliding sleeve. The female section (with the IoT device) may be easily removed by retracting the sliding sleeve.;Computime Ltd;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;Dehns;011398.00219\EP;1/11/2021;20726250.2;;;;9/2/2022; EP3948096;1/11/2023;EP3948096B1;;;
16/371,676 ;;;WO;;fz.ye;1;;;;011398.00179\WO;;;;Mounting Mechanism for Thermostatic Devices;;;A mounting device facilitates connecting an Internet of Things (IoT) device, such as thermostatic radiator valve (TRV) and automatic temperature balanced actuator (ABA), to a hydronic heating/cooling system to control the temperature of a room by changing the flow of hot/cold water through radiator. The mounting devices includes a male section and a female section, which is attached to the IoT device. The mounting device may be installed in two stages. First, a male section is attached to a component of the hydronic heating/cooling system (for example, a valve or manifold) by threading the male section onto the component. Second, a female section, is positioned to male section and locked into place by releasing a sliding sleeve. The female section (with the IoT device) may be easily removed by retracting the sliding sleeve.;Computime Ltd;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00179\WO;31/3/2020;PCT/US2020/025887;;;;8/10/2020;WO2020205820A1;;;;;
011398.00166;;;HK;;fz.ye;0;;;;011398.00220\HK;;;;Mounting Mechanism for Thermostatic Devices 恆溫裝置的安裝機構;;;;Computime Ltd;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;DEACONS;011398.00220\HK;10/9/2021;42021038682.7;;;;10/12/2021;HK40048805;;;;;
11398.00218;;;HK;;fz.ye;0;31/3/2040;;;011398.00228\HK;;;;Mounting Mechanism for Thermostatic Devices 恆溫裝置的安裝機構;;;一种安装装置有助于将物联网(IoT)装置，例如恒温散热器阀(TRV)和自动温度平衡致动器(ABA)，连接到循环加热/冷却系统以通过改变通过散热器的热/冷水的流量来控制房间的温度。所述安装装置包括阳区段和附接到所述IoT装置的阴区段。所述安装装置可分两个阶段安装。第一，通过将阳区段旋拧到组件上而将所述阳区段附接到所述循环加热/冷却系统的所述组件(例如阀或歧管)。第二，将阴区段定位到阳区段且通过释放滑动套管将其锁定到适当位置。可通过缩回所述滑动套管容易地移除所述阴区段(与所述IoT装置)。;Computime Ltd;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;HNC INNOVATION LIMITED;011398.00228\HK;29/3/2022;62022050782.1;;;;2/12/2022;HK40060835;2/12/2022;HK40060835;;;
011398.00158;PAT;;CN;;fz.ye;0;;;;011398.00218\CN;;;;Mounting Mechanism for Thermostatic Devices 恆溫裝置的安裝機構;;;一种安装装置有助于将物联网(IoT)装置，例如恒温散热器阀(TRV)和自动温度平衡致动器(ABA)，连接到循环加热/冷却系统以通过改变通过散热器的热/冷水的流量来控制房间的温度。所述安装装置包括阳区段和附接到所述IoT装置的阴区段。所述安装装置可分两个阶段安装。第一，通过将阳区段旋拧到组件上而将所述阳区段附接到所述循环加热/冷却系统的所述组件(例如阀或歧管)。第二，将阴区段定位到阳区段且通过释放滑动套管将其锁定到适当位置。可通过缩回所述滑动套管容易地移除所述阴区段(与所述IoT装置)。;金宝通电子（深圳）有限公司;;;;CHAN Dick Kwai ;;TAN Ben Ren;;;;;;;;;;;;;;;;深圳市惠邦知识产权代理事务所;011398.00218\CN;8/10/2021;2020800274448;;;;16/11/2021;CN113661360B;2/8/2022;2020800274448 ;;;
;;;WO;;fz.ye;1;14/8/2028;;;;;;;Multiple devices communicating on a single communication channel with a consecutively sequenced signal;;;The present invention provides apparatuses, methods, and computer readable media for supporting communications for a plurality of transmitter-receiver pairs on a common frequency spectrum. A transmitting device transmits a consecutively sequenced signal sequentially containing messages to a corresponding receiving device. A duty cycle adjustment circuit determines the duration between adjacent messages so that the consecutively sequenced signal is characterized by a randomized duty cycle. The duty cycle adjustment circuit selects the duration from a sequence that is characterized by an average duration. The duty cycle adjustment circuit obtains the duration from an array by determining an index from a function of a random variable. A receiving device receives a consecutively sequenced signal sequentially containing messages from a transmitting device, where the consecutively sequenced signal is characterized by a randomized duty cycle. A processing circuit detects the messages and initiates an error signal when a predetermined number of consecutive invalid messages are detected.;Computime Ltd;;;;WEI Wright;;DING Xin;;FUNG Hardy;;LIU Jason;;;;;;;;;;;;;;14/8/2008;PCT/US2009/073224;;;;18/2/2010;WO2010017772A1;;;;;
011398.00056;;;UK;;fz.ye;1;13/8/2029;;;011398.00095\GB;;;;Multiple devices communicating on a single communication channel with a consecutively sequenced signal;;;The present invention provides apparatuses, methods, and computer readable media for supporting communications for a plurality of transmitter-receiver pairs on a common frequency spectrum. A transmitting device transmits a consecutively sequenced signal sequentially containing messages to a corresponding receiving device. A duty cycle adjustment circuit determines the duration between adjacent messages so that the consecutively sequenced signal is characterized by a randomized duty cycle. The duty cycle adjustment circuit selects the duration from a sequence that is characterized by an average duration. The duty cycle adjustment circuit obtains the duration from an array by determining an index from a function of a random variable. A receiving device receives a consecutively sequenced signal sequentially containing messages from a transmitting device, where the consecutively sequenced signal is characterized by a randomized duty cycle. A processing circuit detects the messages and initiates an error signal when a predetermined number of consecutive invalid messages are detected.;Computime Ltd;;;;WEI Wright;;DING Xin;;FUNG Hardy;;LIU Jason;;;;;;;;;;;;Haseltine Lake Kempner LLP;011398.00095\GB;7/3/2011;GB1102390.0;;;;20/4/2011;"	GB2474615";9/5/2012;GB2474615;;;
41668710;;;US;;fz.ye;1;15/2/2030;;;011398.00056\US;;;;Multiple devices communicating on a single communication channel with a consecutively sequenced signal;;;The present invention provides apparatuses, methods, and computer readable media for supporting communications for a plurality of transmitter-receiver pairs on a common frequency spectrum. A transmitting device transmits a consecutively sequenced signal sequentially containing messages to a corresponding receiving device. A duty cycle adjustment circuit determines the duration between adjacent messages so that the consecutively sequenced signal is characterized by a randomized duty cycle. The duty cycle adjustment circuit selects the duration from a sequence that is characterized by an average duration. The duty cycle adjustment circuit obtains the duration from an array by determining an index from a function of a random variable. A receiving device receives a consecutively sequenced signal sequentially containing messages from a transmitting device, where the consecutively sequenced signal is characterized by a randomized duty cycle. A processing circuit detects the messages and initiates an error signal when a predetermined number of consecutive invalid messages are detected.;Computime Ltd;;;;WEI Wright;;DING Xin;;FUNG Hardy;;LIU Jason;;;;;;;;;;;;Banner & Witcoff ;011398.00056\US;14/8/2008;12/191679;;;;18/2/2010;US-2010-0040132-A1;16/8/2011;8000385;;;
67105719;PAT;;US;;fz.ye;0;15/1/2028;;;011398.00138\US;;;;Pulse Modulated Heating, Ventilation, and Air Conditioning (HVAC) Control;;;An underfloor heating (UFH) system limits the floor temperature of an environmental entity (for example, a room) by pulsing (pulse modulating) the flow rate through a hydronic emitter (circuit) heating the environmental entity. Once the heated water fills the circuit during time interval Ton, the flow is stopped for a fixed time Toff before allowing the cycle to repeat until a target temperature is reached. The ratio of flow/no flow (Ton/Toff) may be a proportional lower floor temperature compared to a traditional circuit supporting a constant water flow. The UFH system may heat a plurality of rooms, each having different floor temperature limitations. The floor temperatures may be limited differently by pulsing the hydronic emitters (circuits) rooms differently.;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00138\US;27/6/2018;16/020180;;;;2/1/2020;US 20200003431 A1;14/7/2020;10712021;;;
011398.00138;;;EP;;fz.ye;0;25/6/2039;;;011398.00159\EP;;;;Pulse Modulated Heating, Ventilation, and Air Conditioning (HVAC) Control;;;An underfloor heating (UFH) system limits the floor temperature of an environmental entity (for example, a room) by pulsing (pulse modulating) the flow rate through a hydronic emitter (circuit) heating the environmental entity. Once the heated water fills the circuit during time interval T<sub>on</sub>, the flow is stopped for a fixed time T<sub>off</sub>before allowing the cycle to repeat until a target temperature is reached. The ratio of flow/no flow (T<sub>on</sub>/T<sub>off</sub>) may be a proportional lower floor temperature compared to a traditional circuit supporting a constant water flow. The UFH system may heat a plurality of rooms, each having different floor temperature limitations. The floor temperatures may be limited differently by pulsing the hydronic emitters (circuits) rooms differently.;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;Banner & Witcoff ;011398.00159\EP;25/6/2019;19182422.6;;;;1/1/2020;EP3587932;24/8/2022;EP3587932B1;;;
011398.00138;;;HK;;fz.ye;0;;;;011398.00195\HK;;;;Pulse Modulated Heating, Ventilation, and Air Conditioning (HVAC) Control;;;;Computime Ltd;;;;SMITH Philip John;;;;;;;;;;;;;;;;;;DEACONS;011398.00195\HK;2/7/2020;42020010370.3;;;;23/10/2020;HK40020324;;;;;
11398.00125;PAT;;EP;;fz.ye;0;17/6/2038;;;011398.00161\EP;;;;Push Pin Bearing Mechanism for Actuators;;;A thermostatic radiator valve (TRV) assembly or automatic temperature balanced actuator (ABA) assembly controls a manifold assembly through a push pin bearing mechanism. The push pin bearing mechanism comprises a push pin that moves in a linear direction responsive to rotational movement of a motor gear that is coupled through a helical gear. Rotational movement of the push pin is prevented by a ball bearing assembly. Movement of the push pin is transferred to a manifold pin, which in turn, controls the manifold assembly. Because the push pin moves in a linear rather than a rotational fashion, erosion of the mated manifold pin is substantially reduced with respect to transitional approaches.;Computime Ltd;;;;CHAN Dick Kwai ;;HA Wai-Leung;;TAN Ben Ren;;YILMAZ Hamza;;;;;;;;;;;;Banner & Witcoff ;011398.00161\EP;17/7/2018;18184018.2;;;;17/7/2019;EP3511635;7/9/2022;EP3511635B1;;;
62599463;PAT;;US;;fz.ye;0;10/9/2038;;;011398.00133\US;;;;Push Pin Bearing Mechanism for Actuators;;;A thermostatic radiator valve (TRV) assembly or automatic temperature balanced actuator (ABA) assembly controls a manifold assembly through a push pin bearing mechanism. The push pin bearing mechanism comprises a push pin that moves in a linear direction responsive to rotational movement of a motor gear that is coupled through a helical gear. Rotational movement of the push pin is prevented by a ball bearing assembly. Movement of the push pin is transferred to a manifold pin, which in turn, controls the manifold assembly. Because the push pin moves in a linear rather than a rotational fashion, erosion of the mated manifold pin is substantially reduced with respect to transitional approaches.A thermostatic radiator valve (TRV) assembly or automatic temperature balanced actuator (ABA) assembly controls a manifold assembly through a push pin bearing mechanism. The push pin bearing mechanism comprises a push pin that moves in a linear direction responsive to rotational movement of a motor gear that is coupled through a helical gear. Rotational movement of the push pin is prevented by a ball bearing assembly. Movement of the push pin is transferred to a manifold pin, which in turn, controls the manifold assembly. Because the push pin moves in a linear rather than a rotational fashion, erosion of the mated manifold pin is substantially reduced with respect to transitional approaches.;Computime Ltd;;;;CHAN Dick Kwai ;;HA Wai-Leung;;TAN Ben Ren;;YILMAZ Hamza;;;;;;;;;;;;Banner & Witcoff ;011398.00133\US;12/1/2018;15/869859;;;;27/12/2018;US-2018-0372342-A1;22/12/2020;10871293;;;
11398.00125;;;AU;;fz.ye;1;;;;011398.00135\AU;;;;Push Pin Bearing Mechanism for Actuators;;;A thermostatic radiator valve (TRV) assembly or automatic temperature balanced actuator (ABA) assembly controls a manifold assembly through a push pin bearing mechanism. The push pin bearing mechanism comprises a push pin that moves in a linear direction responsive to rotational movement of a motor gear that is coupled through a helical gear. Rotational movement of the push pin is prevented by a ball bearing assembly. Movement of the push pin is transferred to a manifold pin, which in turn, controls the manifold assembly. Because the push pin moves in a linear rather than a rotational fashion, erosion of the mated manifold pin is substantially reduced with respect to transitional approaches.;Computime Ltd;;;;CHAN Dick Kwai ;;HA Wai-Leung;;TAN Ben Ren;;YILMAZ Hamza;;;;;;;;;;;;Banner & Witcoff ;011398.00135\AU;26/6/2018;2018204622;;;;;;26/6/2018;2018204622;;;
62599463;PAT;DIV;US;;fz.ye;0;;;;011398.00202\US;;;;Push Pin Bearing Mechanism for Actuators;;;A thermostatic radiator valve (TRV) assembly or automatic temperature balanced actuator (ABA) assembly controls a manifold assembly through a push pin bearing mechanism. The push pin bearing mechanism comprises a push pin that moves in a linear direction responsive to rotational movement of a motor gear that is coupled through a helical gear. Rotational movement of the push pin is prevented by a ball bearing assembly. Movement of the push pin is transferred to a manifold pin, which in turn, controls the manifold assembly. Because the push pin moves in a linear rather than a rotational fashion, erosion of the mated manifold pin is substantially reduced with respect to transitional approaches.;Computime Ltd;;;;CHAN Dick Kwai ;;YILMAZ Hamza;;TAN Ben Ren;;HA Wai-Leung;;;;;;;;;;;;Banner & Witcoff ;011398.00202\US;9/11/2020;17/093017;;;;25/2/2021;US-2021-0055006-A1;28/6/2022;11371721;;;
011398.00125;;;HK;;fz.ye;0;26/6/2038;;;011398.00165\HK;;;;Push Pin Bearing Mechanism for Actuators 用於致動器的推銷軸承機構;;;一种恒温散热器阀(TRV)组件或自动温度平衡致动器(ABA)组件，通过推销轴承机构控制歧管组件。推销轴承机构包括：推销，其响应于马达齿轮的旋转运动而沿直线方向运动，马达齿轮通过螺旋齿轮联接。推销的旋转运动被球轴承组件阻止。推销的运动传递到歧管销，该歧管销进而控制歧管组件。由于推销以直线方式运动而非以旋转方式运动，因而配合的歧管销的侵蚀相对于过渡方式实质减小。;Computime Ltd;;;;CHAN Dick Kwai ;;HA Wai-Leung;;TAN Ben Ren;;YILMAZ Hamza;;;;;;;;;;;;LIU, SHEN & ASSOCIATES;011398.00165\HK;2/7/2019;19126151.0;;;;3/4/2020;HK40002903;26/6/2018;HK40002903;;;
011398.00125;PAT;;CN;;fz.ye;0;26/6/2038;;;011398.00136\CN;;;;Push Pin Bearing Mechanism for Actuators 用於致動器的推銷軸承機構;;;一种恒温散热器阀(TRV)组件或自动温度平衡致动器(ABA)组件，通过推销轴承机构控制歧管组件。推销轴承机构包括：推销，其响应于马达齿轮的旋转运动而沿直线方向运动，马达齿轮通过螺旋齿轮联接。推销的旋转运动被球轴承组件阻止。推销的运动传递到歧管销，该歧管销进而控制歧管组件。由于推销以直线方式运动而非以旋转方式运动，因而配合的歧管销的侵蚀相对于过渡方式实质减小。;金宝通电子（深圳）有限公司;;;;CHAN Dick Kwai ;;HA Wai-Leung;;TAN Ben Ren;;YILMAZ Hamza;;;;;;;;;;;;深圳市惠邦知识产权代理事务所;011398.00136\CN;26/6/2018;201810670302.8;;;;4/1/2019;CN109140031A;28/9/2021;2018106703028;;;
011398.00050;;;UK;;fz.ye;1;25/3/2029;;;011398.00092\GB;;;;Receiver Module with Dual Mode Capability;;;A hybrid device receives a control signal over an infrared communication channel or a wireless networking channel. The hybrid device can replace an IR receiver module in the controlled device in order to provide backward compatibility as well as provide universal operation with a wireless networking controller. The hybrid device processes a signal received over one of the communication channels. When a signal is received over the infrared communication channel, the processor converts the signal to an output code that is sent to a device controller. When a signal is received over the wireless networking communication channel, the processor converts the signal to a wireless command, converts the wireless conunand to an output code, and sends the output code to the device controller. All output codes are transparent for the two communication channels.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Haseltine Lake Kempner LLP;011398.00092\GB;7/10/2010;GB1016879.7;;;;5/1/2011;GB2471604;8/8/2012;GB2471604;;;
11398.0005;;;DE;;fz.ye;0;;;;011398.00091\DE;;;;Receiver Module with Dual Mode Capability;Empfänger-Modul mit Dual-Mode-Funktion;;The present invention supports the remote control of a controlled device. A hybrid device receives a control signal over an infrared communications channel or a wireless networking channel. The hybrid device can replace an IR receiver module in the controlled device in order to provide backward compatibility as well as provide universal operation with a wireless networking controller. The hybrid device processes a signal received over one of the communications channels. When a signal is received over the infrared communications channel, the processor converts the signal to an output code that is sent to a device controller. When a signal is received over the wireless networking communications channel, the processor converts the signal to a wireless command, converts the wireless command to an output code, and sends the output code to the device controller. All output codes are transparent for the two communications channels;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00091\DE;23/9/2010;112009000770.8;;;;15/6/2022;DE112009000770B4;15/6/2022;DE112009000770B4;;;
41112976;;;US;;fz.ye;1;8/9/2030;;;011398.00050\US;;;;Receiver Module with Dual Mode Capability;;;The present invention supports the remote control of a controlled device. A hybrid device receives a control signal over an infrared communications channel or a wireless networking channel. The hybrid device can replace an IR receiver module in the controlled device in order to provide backward compatibility as well as provide universal operation with a wireless networking controller. The hybrid device processes a signal received over one of the communications channels. When a signal is received over the infrared communications channel, the processor converts the signal to an output code that is sent to a device controller. When a signal is received over the wireless networking communications channel, the processor converts the signal to a wireless command, converts the wireless command to an output code, and sends the output code to the device controller. All output codes are transparent for the two communications channels.;Computime Ltd;;;;HA Wai-Leung;;LEI Kairy Kai;;QIAN Gordon;;;;;;;;;;;;;;Banner & Witcoff ;011398.00050\US;26/3/2008;12/055497;;;;1/10/2009;US-2009-0247097-A1;13/3/2012;8134454 ;;;
